gene	sample_1	sample_2	sample_3
RP11-438C19.1	0.000211737	0.002012995	0.0007094575
AC025287.1	0.072178226	0.0047021505	0.005633688
FAM197Y7	0.02317983	0.02336686	0.01985536
MIR4524B	7.040762	10.2093	8.722595
AC090945.1	0.3692172	0.4154746	0.43856335
RP11-102J14.1	0.00689668705	1.86595e-05	0.00069194595
PHF14	18.22682	19.048105	19.496795
PHF15	1.3027645	2.540303	2.8887555
PHF16	5.7090955	3.5624425	3.6587485
PHF17	11.959875	4.7480095	5.6023605
PHF10	16.63339	11.133975	12.85109
PHF11	1.30884	7.465175	5.2203495
PHF12	24.75824	15.331385	21.708695
PHF13	8.416486	4.919967	4.5391455
RP11-109D9.4	0.021290024	2.041313e-05	0.001036114
RPS12P31	1.52307e-05	0.00010453545	0.001567336
PHF19	5.918343	7.0659275	9.58593
RP11-120K24.3	0.2160406	0.082399595	0.012763871
ACPL2	13.046415	3.6815885	4.973543
AC007228.11	0.14549147	0.131014205	0.04625499
TIA1	113.75755	63.20414	64.331415
RP5-977B1.11	0.148429155	0.24199743	0.07159023
UBN1	6.411037	6.014616	7.4770515
PNLIPRP1	0.27340996	0.105239155	0.35677575
PNLIPRP3	3.829476e-05	0.084732115	5.504035e-05
PNLIPRP2	0.0475634265	0.046130055	0.0362235785
PITHD1	19.10932	15.32591	17.343095
IGHVII-26-2	0.00463209	0.0076102475	0.001569363
ALX3	0.07399428	0.5368357	0.081243635
RP11-534L20.5	0.168477974	0.0046599805	0.0004270395
ALX1	2.262501	2.849101	3.439372
RP11-1394O16.1	0.099500658	0.0070717335	0.289638
ALX4	0.033764825	0.0123881325	0.024704515
RN7SL450P	0.57798345	0.020512345	0.8158382
CTBP2P1	33.559865	46.3025	53.430875
CTBP2P2	0.000151646005	0.0116836041784	1.90586835e-06
CTBP2P3	0.7546984	0.86212605	1.1938945
CTBP2P4	7.38033	9.1331455	8.9980385
RNU6-78P	12.56904	16.38315	9.1435745
CTBP2P6	2.0600145	2.490263	2.6755375
LATS2-AS1	0.000430538	0.000405262	0.001750067
CTBP2P8	3.966219	4.692799	4.075738
AC140076.1	69.03031	77.56733	82.230665
RP11-162K6.1	41.502385	52.82941	50.688445
OR5M5P	2.849275e-05	0.0003010294	0.0003886965
CYP21A2	0.535376	0.7211822	0.69524895
RP1-297M16.2	2.839219e-05	9.52994e-05	0.0019944767
SYNGAP1	22.495755	20.81327	48.126175
RP13-582L3.4	0.0007240645	0.000476195	0.00082188014
RP11-442A13.1	489.9877	946.10745	1044.6796
COL24A1	1.23362785	0.28926745	0.39795025
RP11-655M14.14	0.000488476	0.000327007445	0.0008685755
RP11-472D17.4	0.019590986	0.00025391448	0.0154585015
RP11-655M14.13	2.1003445	1.0372195	1.07915125
RP11-471M2.3	5.7696055e-06	4.5772e-06	2.896975e-05
RNU6-1174P	8.1952045	5.965838	10.34002
RP11-21L23.3	2.1958945	1.405802	1.7708795
CTD-2162K18.3	0.1107905	0.1018219	0.070984175
RP11-445F6.2	0.0094805895	0.0085117805	0.007548501
AC012074.2	0.053935967	0.00385684	0.00016831492
PQLC1P1	0.002995491	5.0076132e-05	3.045027e-07
CTD-2162K18.4	2.225439	1.756554	1.883214
AC012074.1	0.0010651805	0.0032295325	0.001207028
RP11-2I17.4	0.0030191805	0.0044769165	0.0044725865
SDCBPP2	7.451527	10.261937	12.104915
RP11-21L23.4	0.0008280203	0.001527784405	0.001028612905
RP11-36B15.1	0.002047494	0.18688395	0.157578505
RP11-361A23.3	1.323045e-06	6.55254e-05	2.66736e-06
RP11-45F15.2	0.002952612	0.229209545	0.001829331
RP11-314C16.1	0.4051716	0.33382959	0.4227641
C21orf88	0.593288	0.38104715	0.140999885
RP11-274M4.1	0.3889085	0.3363313	0.36546255
RP11-363G10.2	7.870105e-06	0.00053608	0.0053188487
RP11-715F3.2	0.102326975	0.0461037015	0.18549685
GPR39	0.51779595	0.19692585	0.2032129
RP4-784A16.1	0.0002311106	0.08413741655	0.000148743465
RP4-784A16.2	0.072651859	0.011135711	0.00134023915
RP4-784A16.3	0.030044845	0.000872569	0.006360316
RP4-784A16.4	9.96569e-05	0.00072569615	0.0014697485
RP4-784A16.5	0.0015142569	0.000323526168	0.000465844
BFSP2-AS1	0.0010018345	3.980305e-06	0.00124592
C11orf85	0.048585615	0.06839092	0.04129123
GPR31	0.00016240985	0.000247193	2.769405e-05
CTD-3051L14.14	0.00022647675	0.00013236759155	0.0018207865
GPR33	0.0001965688	3.3541761e-05	0.0133635065405
GPR32	0.0157414626	2.9376535e-06	0.00019236671
GPR35	0.18505245	0.3224445	0.22973915
GPR34	0.067023143	0.093576625	0.01503773
GPR37	0.68223515	0.74584415	0.6589889
RN7SL145P	1.9515145	1.358147	1.9217055
SUGT1	17.415195	24.88342	30.737525
AP003730.1	9.281986	7.5668475	9.116075
RP11-286H14.6	0.17614	0.17347035	0.004105385
RP11-8J9.5	1.115207	2.226561	2.0642205
BTNL8	0.010091606	0.0053305165	0.0014852925
RP11-8J9.1	6.8768385e-05	0.000894695	0.00067007705
AC048382.4	3.614289	4.1448955	10.1573525
FMR1-IT1	0.18216946	0.1373282225	0.177408365
LINC01019	0.0007997234	0.0001835799	0.000277561155
LINC01018	0.123949765	0.13194873	0.09455119
RP11-589M4.4	0.12047335	0.0277870175	0.1766897
RP11-465L8.1	0.0001218425	0.00017002605	0.00030484887
RP11-589M4.2	12.181565	14.053615	10.3618825
ZC3HAV1	3.8339975	5.4622555	8.0146905
RP11-589M4.1	0.2949005	0.19833495	0.14498395
LINC01011	1.310252	0.9750481	1.3734035
INGX	0.0459689465	0.16327668	0.3349437
LINC01013	0.060009165	0.052624725	0.08499332
C11orf83	2.244414	2.208245	1.8121465
LINC01015	0.00376374	0.011974839	0.0019448855
LINC01014	0.0024844955	0.0042846635	0.003067624
LINC01016	0.06032892	0.0456485	0.1495531
RNU6-252P	7.602629	7.005953	4.089058
RP11-532F12.5	7.739329	3.933282	6.312489
TBC1D24	2.469315	2.2777265	2.461363
RP11-43A14.1	0.0063879615	0.0075723365	0.00029408145
OR52E7P	0.0003189474	0.0002541772	6.79661e-05
AC190387.1	12.22187	11.208815	16.076235
CEP57L1P1	1.3292825	1.3046025	1.9581465
RP11-384P7.7	0.14034365	0.14815695	0.19997515
RP11-799D4.1	0.3515118	6.900278e-05	0.00037158415
PHC1P1	13.92829	13.45607	15.253445
RP11-384P7.6	0.0003380355	0.002727869	0.2933674
RP11-447M12.2	9.512921e-05	0.000817131	1.98492e-05
RP11-345P4.6	1.7378375	1.225245	2.013073
ZG16	0.0113773165	0.03126324	0.011541295
CR769776.3	0.000254942	0.000194208739	4.258145e-05
CR769776.1	0.010029133267	2.436511e-06	0.015155979
AC093162.1	12.61137	12.399095	7.8598025
SCEL	0.00753408	0.004712389	0.0013070605
AC093162.3	8.702792	12.924405	10.4581765
AC010967.2	0.000336568755	0.0004099228	0.00032790679
AC093162.5	0.51767765	1.615455	2.117135
RP11-747I9.1	0.000180241385	3.257145e-05	0.0010427175
MT1JP	0.004339864	0.2654946	0.0857494275
CC2D1A	8.69272	7.7549965	8.5213285
CC2D1B	33.601255	43.282415	32.638035
C10orf131	0.263836225	0.8014229	0.29072455
RP11-227D2.3	9.404461	9.37844	10.257335
ZNF70	0.73639235	0.84111125	1.337161
C10orf137	11.64533	12.33286	12.24457
NKAPP1	2.0101085	1.1086512	0.84264275
RNU2-47P	9.9698815	10.817045	9.8725395
RP11-857B24.2	0.0023436365	0.0001866943	0.0008188695
CTD-2232E5.2	0.46214992	0.4484816	0.26226466
LINC00280	0.00103588047	0.0030979563	4.0054e-06
GK2	6.055540825e-05	0.000178673	0.005894527
GK5	3.621301	4.4207575	5.631172
AC136896.2	7.24241e-05	0.0026575715	0.0002217472
RP11-244H3.1	0.6345708	1.2809645	1.7399995
RP11-809N15.2	0.0176066235	0.0145723515	0.022802065
AC136896.1	0.000902227	5.6668425e-05	0.0016239895
GYS2	0.01178122	0.015295647	0.0003066596195
AL353141.1	0.3989405085	5.00374365	0.56374914
SNORD36A	12.23427	14.43479	15.34034
CCER1	0.001598134	0.000280465	0.002625339
RP4-614N24.1	0.000277575	0.00211258965	0.000286928631
RN7SL446P	0.0090536835	0.2342504425	0.0035165095
PTPDC1	1.1300175	1.906263	2.0773765
CTD-2035E11.3	0.81013985	1.08689725	0.3949193
BCCIP	29.522585	21.04876	18.98017
OR52M2P	0.00019866545	0.0007817167	9.617815e-06
CTD-2035E11.5	0.000432677	0.14784541	0.056025
TAAR4P	5.190325e-05	1.3576145e-05	0.0003293175
CTB-41I6.2	0.053018333	0.1473522	0.0437441005
RP11-401P9.5	0.048381785	0.0012450235	0.006511158
RP11-386M24.4	15.27922	15.946165	15.002015
FABP5P13	0.0054569125	3.65146e-05	0.0027145993
XXbac-B476C20.9	0.132091095	0.13004285	0.11692791
RP11-152F13.10	0.08823858	0.12920009	0.063472425
RP11-548N1.1	7.51778e-05	0.0885510468	3.5021905e-06
TXNDC17	56.08873	38.920505	28.931315
RSU1P2	1.10718755	1.00196265	0.65852245
MIR328	14.708175	14.575615	17.75648
IGFL1P1	0.0006701875	0.0006037955	0.001690591
MIR326	8.792252	10.50845	13.505885
MIR325	3.194893	4.1051235	5.2610715
MIR324	11.28836	11.923525	10.61826
ANKRA2	12.63673	19.11252	22.81304
AC010090.1	0.02573735	0.1047577065	0.165600545
NADK	23.01738	25.4815	25.234495
RP11-436K8.1	0.36240975	0.2908242	0.2787832
RP11-524F11.2	0.92277685	0.5372807	1.06411515
KRT8P1	4.700981	2.05826	0.8470336
KRT8P3	208.64695	92.26164	46.899325
KRT8P2	25.66797	9.259954	4.5380415
KRT8P5	58.4655	24.232295	13.354075
KRT8P4	0.0101116955	0.0004761875	0.0010711775
KRT8P7	41.7425	15.96913	8.630854
KRT8P6	0.01746304395	0.0220647365	0.1033405775
KRT8P9	20.15047	9.0161575	4.261371
KRT8P8	31.204385	13.57718	7.437977
AL033528.1	16.49262	13.33039	5.813307
RP11-500M10.1	7.542345e-08	0.000198276435	0.000285740553
RP11-277L2.3	2.997374	3.678554	3.996632
RP11-266K4.1	0.36640663	0.6809133	0.5787807
RP11-434I12.2	0.021224315	0.010766718	0.0108116745
RP11-277L2.6	0.00047108	0.000671319015	0.0015184547
RP11-277L2.5	0.077121436	0.07752686	0.032828981
RP11-277L2.4	0.0571657225	0.0529615025	0.0016464495
RP11-434I12.5	2.0701885	4.4828835	6.63807
ING1	5.86258	3.2568435	3.2027225
OFCC1	0.25062675	0.210725405	12.23259365
BTNL3	0.0001838914	0.00022550854	1.4451446e-05
OR1K1	0.00012851253085	7.580508e-05	2.06495e-06
PUS10	1.82956	2.0474415	2.962415
RP11-483P21.2	1.132738	0.5004262	1.540761
RP4-706L14.2	2.141803	2.1141715	0.7708844
ANKRD35	0.1750483	0.0406441455	0.11990395
TIMM17A	13.170545	14.245895	12.686565
AC092687.5	0.1369383	0.13283169	0.14012284
LLNLR-299G3.1	0.26505215	0.1522902	0.11851925
RP11-432M24.4	0.0066214585	0.017141868	0.007238338
RP11-439I14.1	7.06196815e-05	0.0002476428	0.0001238118
RP11-439I14.2	0.0873381	0.0690208805	0.0040995865
RP6-102O10.1	0.069514711	0.0358541925	0.07717082
TMA16P1	0.036459426	0.0019296855	0.054263185
TMA16P2	4.235943	3.609267	4.0831425
PPP1R7	53.525165	68.70751	66.93227
CTDSPL2	15.173395	9.874616	10.99859
ANKRD36	5.9876445	10.446165	12.60869
RP11-32I2.1	0.0001214751115	0.0001990122	3.40622914e-05
RNU7-117P	11.846055	12.019615	9.7512285
IGHJ2P	17.257835	19.29245	15.989715
RNU6-130P	10.552905	9.778356	10.105287
VTRNA1-3	10.303398	10.149874	11.985345
VTRNA1-2	11.79614	10.06128	17.103525
VTRNA1-1	11.165185	12.87857	9.2811805
RNU6-944P	5.07203	5.6971355	6.0409495
DIP2A	6.342303	10.9137	17.696105
DIP2B	3.931396	4.3754645	6.4900235
DIP2C	2.570012	2.106085	2.687701
hsa-mir-3669	7.6512065	7.602847	5.2882485
ARL5B	7.8642155	5.364486	9.8751525
AL121578.2	0.7262694	0.12214497	0.03132644
CTAGE3P	0.3286415	0.29139155	0.39009555
CTD-2517O10.6	0.31552005	0.09906182	0.11716485
AC010894.3	1.326189	3.819746	3.850395
RP11-13J10.1	0.0017402655	6.710166e-05	0.00430380775
RP11-811I15.1	2.6450985e-05	0.000274182	0.00081439985
VN1R28P	0.00015149928	6.1394655e-05	0.00014027885
RP11-435F17.3	14.57118	25.385915	27.81908
CTD-2005D20.1	0.0001538056495	1.016206e-05	0.00031452309105
AC007292.6	1.2758843	1.0466634	1.1584355
AC007292.7	2.8768185	3.414344	2.0407575
AC007292.4	0.12622468	0.0075348145	0.41067885
RP11-38P22.2	1.754657	3.614263	3.4402445
AC068135.1	0.005232182	0.0153761195	0.014036942
TRAV8-4	0.00018505102	0.0027235655	0.003371854055
LINC00888	16.89388	9.5460865	15.663985
RP11-227G15.9	0.0425834485	0.06448863	0.070799565
AC007383.4	0.02881503	0.024507285	0.015774915
AC007383.6	3.1258655	2.312547	2.3685325
CTC-342P15.1	0.0010659565	0.001643152535	0.0010057825
RP11-560I19.1	0.0542189665	8.450895e-05	0.0004757517
AL645941.1	0.276737025	0.42322594	1.33010035
LSM3P5	0.0007315915	0.113269209576	0.00111939572
ALG1L2	2.983514	3.739302	4.14656
RP11-560I19.2	50.290215	62.06555	63.95271
CIRBP-AS1	2.3970825	1.21549475	1.7698575
RP11-392E22.8	0.02948375	0.429993953	0.0044038585
CHURC1	28.27676	50.999285	43.426775
AC004893.10	0.050873965	0.11188533	0.148327585
AC004893.11	1.2807595	1.09243265	0.7139299
AC016751.2	0.0002524084	2.6784432e-05	5.54029e-05
AC016751.3	0.016707605	0.0144972935	0.0053598695
RP11-144A16.2	0.0059745575	0.0018409925	0.095116263
RP11-313E19.2	0.00254487	0.001693442	0.0050997765
RP11-227G15.6	6.0688365	5.793808	5.2793345
RN7SKP184	7.41023e-05	3.9347515e-05	1.422104e-05
RP13-81N3.1	0.0165111885	0.000198339	0.0007587775
CYP21A1P	0.1446221	0.23530905	0.1575592
RP11-1259L22.2	0.157499451	0.19150585885	0.0051132805
ADPRHL1	0.46609105	0.16506435	0.098446945
ADPRHL2	5.2556	5.918391	5.445038
AL158175.1	11.468545	10.676425	8.9671845
RP5-1128N12.2	13.084455	6.426579	7.3054045
MROH4P	2.301476e-06	0.000236636854	0.00083844645
RP11-945C19.4	0.04510714	0.21970305	0.0903400255
TFAMP2	0.842825	0.26915265	0.157112055
CD300LF	0.0067571795	0.0276881795	0.0027713555
RP11-486M3.2	0.0325072775	0.0001372563	0.0188215911
RP11-434J24.3	0.012046605	0.007374424	6.80648e-05
AHCYL1	38.38199	39.29304	40.788175
RP11-945C19.1	0.0036914	0.0078268565	0.01334925
AHCYL2	5.822101	6.725013	5.1417385
STUB1	30.122135	33.091645	20.10924
A4GNT	0.02065162965	0.0088138838	0.006934271
AC069294.1	6.1422745	3.994198	6.492478
CAPN7	11.206715	14.47837	20.28478
CAPN6	3.0429765	0.4364919	0.087756055
CAPN5	3.587513	5.4361015	9.361086
CTD-2517M22.14	1.5946425	0.60591325	1.1074895
CAPN3	7.7095815	3.9501875	2.552344
CHDC2	0.02478731	0.018310485	0.0227983795
CAPN1	35.172375	38.67079	39.92112
SEPT14	0.2172385	0.29973475	0.2559148
DLEU1	7.2011045	5.393852	7.5564
RP4-548D19.3	1.238748	1.641244	2.9470155
DLEU7	0.161701125	0.04547399	0.024267171
SEPT10	39.170155	32.566855	31.256325
CAPN9	3.524675	0.63495745	0.09866781
CAPN8	0.5776388	0.44655855	0.19217385
AL390240.1	8.890205	8.153659	12.203265
MGME1	15.383315	10.6203055	14.872515
PRRC2C	63.835225	59.245015	102.44324
PRRC2B	30.99581	33.338405	41.05487
PRRC2A	64.271635	67.671905	75.951975
AC016903.2	0.0001053954	6.9313e-07	3.4338882e-05
RNU6-797P	7.771834	10.349802	10.6514595
MRPS36P5	2.707985e-06	3.34449e-05	8.52781e-05
RNU6-1182P	7.2482685	13.59191	11.627955
CCT8L2	0.00019323815	0.0001444112	0.0072995775
MRPS36P4	0.0010099626165	9.443645e-06	0.14841705405
CD300LD	0.03930494	0.0053796735	0.0008757005
AC103828.1	0.003819646	0.00207522	0.00090258335
HCG4B	0.06407411	0.1807404	0.13739213
RP11-219C24.10	0.00176956665	0.000429215	0.00146773475
TBC1D3P1	1.3966145	1.946145	1.6970665
RNU6-327P	13.29649	9.9815235	6.3239995
AC008265.2	0.614610609	0.79314415	0.7753069
RP11-495P10.3	0.0352143535	0.05085849	0.0375951375
MRPS36P3	10.98477	9.637174	10.70764
MRPS36P2	0.001000735	0.0025188715	0.005913174
RP11-214K3.5	0.0762169765	0.08207492835	0.003852000425
LINC00919	3.39684075e-06	2.1944095e-05	7.54163e-05
FSBP	1.7104615	4.197204	3.784923
MEGF11	0.19394245	0.16189392	0.5371478
RPL9P18	152.6161	240.9832	214.2374
FAXDC2	4.073934	16.96986	35.783895
AANAT	0.26647415	0.019078985	0.030518735
RN7SL404P	0.216060555	0.195679233	0.3690905427
RPL9P15	0.00025107159	0.0012304755	1.353262e-05
RPL9P16	0.000181552	0.001723605095	0.000418624
AC099506.1	7.4886065	5.631753	3.882129
CDV3	21.88993	51.922035	55.253185
RPL23AP79	21.30916	25.49852	24.621035
RPL7P4	21.4565	28.073145	25.75267
AC006499.9	12.61849	22.777295	20.054995
RPL23AP76	0.0041253335	0.000729383	0.0006718305
RPL23AP77	0.1763204935	0.052184081	0.000545062
RP11-550A5.2	0.0288817555	0.0844417	0.18697265
SOHLH2	1.6019045	1.951953	2.0213715
RPL23AP73	0.0037051895	0.0028655145	0.0010908115
GRAMD3	2.672314	4.4890225	3.091086
GRAMD2	1.004381	0.8310102	0.94816225
AC016717.1	0.008693787	0.0073765545	0.0031086935
RPS15A	1128.9855	1345.0435	1312.058
GRAMD4	22.44564	19.98723	23.67329
RP11-124N2.1	0.469724	0.36680625	0.47159215
TRAPPC3L	0.0148969785	0.104611413	0.04268857
RNU6-362P	4.331396	3.8687065	7.612433
RP11-444P10.1	0.001750573	0.0016690145	0.00021490925
PTGES3P1	52.993945	53.478105	79.25518
RN7SL510P	1.32007195	0.4841361	1.094971
RP11-932A10.1	0.00013489673575	4.821755e-05	0.0022272195
CMA1	4.4681657e-05	0.00078655915	0.0206058568
TMEM11	7.9415625	10.862036	10.48889
AL136302.1	7.7872525	8.6735605	9.7061345
RP11-317O24.2	0.002502445	1.74766e-05	0.0003999995
RP11-317O24.3	0.647756859	0.43139105	0.741208282
RP11-317O24.1	0.0001567361	1.591569e-06	0.0012642575
RP1-212P9.3	0.75329755	0.71690635	1.1071375
RP1-212P9.2	0.07009396	0.30401645	0.4475348
AC067968.3	0.000436966716	0.00123926755	0.025609835
POMGNT1	31.66952	34.128355	31.650625
POMGNT2	3.193166	3.5605	3.6979125
MAGEA7P	0.0001707712	0.01656721649	0.058749425
AC006499.5	0.000157396	0.00101222765	0.000354276
TUBBP6	17.843275	16.178025	16.08474
TUBBP5	4.537531	3.2349325	3.0979365
TUBBP2	199.9642	168.84445	153.31645
LA16c-380H5.2	0.157558275	0.2155964	0.071056237
AC006499.7	0.04090449645	7.52976665e-06	0.0001199667165
TUBBP9	8.010255e-05	0.01950820205	8.03633e-05
AC022816.2	0.12746656	0.10439937	0.119226195
CLDN12	11.157755	9.5819215	11.059895
RNU1-148P	13.241675	15.55312	8.4389195
LINC00284	0.063857765	0.021217925	0.01807908
CLDN11	1.05116745	1.387072	2.235709
CLDN16	0.45661385	0.3262745	0.5256599
CLDN17	0.0001415584	0.0010481275	3.76116e-05
CLDN14	0.02030826	0.0110585595	0.01073215
CLDN15	2.5893135	3.442451	3.8459825
AL078585.1	0.0018483484	6.538365e-05	0.00023821365
CLDN18	0.106652795	0.11317435	0.17057225
CLDN19	1.6598205	0.76695995	0.86175255
RP11-342M21.2	0.0019123772	0.001149309	0.00352601075
RN7SL319P	0.001399518	0.0024639405	0.00707535
LL22NC03-N27C7.1	0.41973625	1.1180066	1.0279933
AC079448.1	0.003296478	5.064385e-05	0.0026829055
DDX55	15.05574	12.84514	15.766875
MIR512-1	11.685745	17.554215	10.748555
FDPSP8	1.0098139	1.170643	1.629884
CTD-2158P22.4	13.518232	10.762025	8.2857175
CTB-60B18.6	1.661211	0.20513575	0.58738695
CTD-2158P22.1	3.2925551	5.882862	6.2834685
HYI-AS1	0.04351886865	0.130862294	0.0914778803
LCE3D	6.42743035e-05	5.641095e-05	0.000202034625
LCE3E	0.0002698215	7.950465e-05	0.0016139017
RP11-1028N23.2	0.002043261	0.00037019965	0.0021979565
LCE3A	0.000215728745	0.00239481625	0.00017627951
LCE3B	0.00640915465	0.0102272611	5.250115e-05
LCE3C	0.00042116247	4.205402e-05	0.000303434
LA16c-380H5.4	0.0689140025	0.1329737365	0.100414615
PHIP	5.599415	3.7842885	7.4468025
RP11-3L21.2	0.0026773315	0.000629311153	0.0173063355
MAGEA3	0.0008777695	0.024103483	0.033755245
SNORD103B	8.7797555	5.9725205	15.311915
SNORD103A	6.753913	7.418881	5.1955525
AC007557.4	0.0006996485	0.0011602295	0.000278357
HCCAT5	2.7041e-05	0.034413345	0.042874645
RP11-99J16__A.2	0.1429459	0.011036158	0.0292847095
RP11-427P5.2	0.002458847	0.0027244635	0.0044877237
RN7SL766P	0.0045824065	0.005271518	0.001206669
MIR99A	26.280135	11.279575	14.64567
AC023274.4	0.2752323	0.0889712715	0.001914299
AC023274.6	2.762005e-06	2.221285e-05	0.00013800193
RN7SL362P	0.181000675	0.01181685	0.0009271413075
MT1DP	12.88777	8.5686575	8.1981705
ZNF521	7.938643	18.17735	27.12876
ZCRB1	29.24785	30.69661	35.379215
ZNF527	1.6927875	1.6250335	1.99458
ZNF526	1.972374	1.9410485	2.7609935
ZNF525	30.492165	32.270915	34.593625
ZNF524	1.7013975	2.6109785	2.457103
ZNF529	4.1354955	4.988186	6.4272525
RNU5B-2P	6.2366345	7.188442	5.6739195
JRK	3.974424	2.97573	3.2127975
RP11-293B20.2	0.94473705	0.29092235	0.37302825
RP1-296G17.3	0.0292475248	0.058288415	0.027465
RP11-88I18.3	0.054219815	0.002310141	0.0001252783
RP11-88I18.2	0.6470311	0.92684925	0.80861595
RNF144B	0.2433555	0.2455389	0.077860515
AC023469.1	0.000896550455	0.16277730625	1.7852995e-05
AC023469.2	0.149136631	0.4966294	1.183888e-05
RNU6-514P	11.62074	7.572732	7.1365605
PILRA	0.99219235	0.5882949	0.86851815
CH17-132F21.1	0.267766	0.1041488765	0.0044305455
RNU6-553P	8.544304	8.2345745	5.717827
AP001350.1	6.493972	5.4802325	6.050577
BCL11A	1.13408365	1.2169155	0.4762695
BCL11B	2.04561085	0.12722195	0.45323915
RNU6-1018P	9.2529825	12.005475	6.4169385
RP11-245G13.1	0.024774189	0.0024463211	0.1848312825
RP11-245G13.2	0.0001018423755	7.956098e-05	0.00098061
RP13-40J16.1	6.29369415e-05	0.00138125265	1.406255362e-05
AC109351.1	5.0519035	6.105226	5.851931
RP11-272J7.6	0.0017228235	0.0016408595	1.193146715e-05
CTD-2555A7.3	0.02590922	0.03789417	0.02477153
CTD-2555A7.2	2.9437615e-05	0.0002890745	0.00521118035
CTD-2555A7.1	0.00061091125	0.002980649	0.0015135713
RP11-375D13.4	0.0161312005	0.0172541885	0.016094605
RP11-375D13.3	0.00012165375	0.00354425585	0.0001268862
RP11-375D13.2	0.0173424	0.72266285	1.715493
RP11-375D13.1	2.2715962e-05	0.0015963369565	0.00016779696
RNU6-1158P	10.456245	13.18078	8.648057
AC018696.2	1.6832645	2.4461635	2.53849
AC018696.3	8.198399	8.7611595	7.4103145
C1GALT1	18.3885	13.474375	24.11072
AC018696.1	0.23270985	0.118763615	0.03585804
AC018696.6	3.624419	4.545068	4.095004
AC018696.7	7.678442	6.8553685	7.90028
AC018696.4	9.2719195	8.4022715	5.9580155
AC018696.5	2.2082585	1.300796	1.6295285
IL10RB-AS1	0.1432857	0.1282115	0.07024702
MIR5089	13.186425	12.88851	12.289545
GSTA6P	0.0047895315	0.4091696	0.006697093
RP11-536C10.2	5.2523915	4.3070765	6.255729
RP11-72L22.1	0.009983479	0.01097634	0.12336968
RAX2	0.0111078125	0.019698680145	0.0658952
DPY19L2	3.44919	4.8524315	5.613039
DPY19L3	13.20935	13.551075	15.720195
DPY19L4	19.59128	16.859085	21.32117
PIM3	3.4951045	15.1791	19.84609
PIM1	13.60845	11.104945	15.7914
RP4-752I6.1	0.10447759	0.016097025	0.0539761505
RP11-536C10.5	8.1818235	15.386095	10.678945
RP11-38G5.4	0.041986119	0.042792355	0.07892091
RP11-79D8.2	5.3092585	9.022796	4.3142065
MIR28	18.95125	10.53275	7.6117495
RP11-38G5.3	4.9580625	1.0394275	6.016643
RP11-38G5.2	0.32409045	0.3772959	0.18964968
MIR21	5.7302025	8.5734825	6.2698125
IGHV1OR16-3	1.8529985	1.1836855	1.8900515
MIR25	10.35083	10.7002295	20.277075
RP5-1027O11.1	9.0932325e-05	0.0001421925	0.0022078715
IGHV1OR16-2	0.00153369265	0.0004522275	0.000191206
NREP-AS1	0.083934495	0.046471185	0.027132131
FAM138C	0.2667376	0.36394861	0.2485639
FAM138B	0.09403611	0.0956587405	0.089359165
FAM138A	0.2220291455	0.323802651	0.22094815
FAM138F	0.19082859	0.235322755	0.237748
FAM138E	0.1165936025	0.2291440575	0.1885613
LRCOL1	0.062085955	0.02887258	0.065863785
RP11-578F21.3	0.5188434	0.68609205	0.6283511
RP11-578F21.2	2.3549905	1.734239	2.4127025
SLC43A2	3.87091	8.1696	16.433025
RP11-578F21.6	1.213063	1.1211432	1.138932
RP11-578F21.4	0.0007633775	0.03324124	0.0055732675
GORAB	4.446062	4.546683	5.621364
RP11-578F21.9	0.126050865	0.36553715	0.2528795
RN7SL842P	0.001100761	0.0002588654	0.020705755
RP4-673D20.6	2.6625619e-05	1.65932e-06	9.876795e-08
LTB4R2	0.79759025	0.58739255	0.9255488
RP11-383H13.1	0.5988049	1.1535385	0.4019287
OR13H1	0.0121346296	0.000800137	0.000516203
FKBP5	3.993985	3.554636	5.031414
FKBP6	1.992795	4.3838915	4.0935635
FKBP7	9.427103	11.65478	10.75313
MIR1302-4	9.049386	7.8425425	6.9589465
MIR1302-5	16.13532	9.8734935	6.6764575
FKBP2	19.77959	19.977845	18.673205
RP13-585F24.1	621.93325	716.09925	810.85465
MIR1302-8	8.9692555	7.845472	6.7259685
LINC00707	3.950785e-07	7.7756561e-06	1.20202245e-05
LINC00704	0.001190232	0.028340143	0.0417602945
LINC00705	0.000352042	0.0014305255	0.00010983744
FKBP8	126.5475	121.5189	125.9899
FKBP9	20.68185	23.582025	26.01625
LINC00700	0.115506485	0.202253365	0.17282605
LINC00701	0.0002442695	0.0015008925	0.00018720965
RNU6-845P	0.016825092	0.026311415	0.276223421
MIR378D1	10.149785	10.48125	12.51234
TYROBP	0.0087573695	0.067952829	0.2386792
AL360078.1	5.1870655	4.921061	7.7916395
AC087203.1	19.72738	11.95245	6.3752065
SLC26A3	0.010920562	0.0089259195	0.003572391
IFNA13	0.032763802215	0.00010932625	6.1101265e-06
RP4-560B9.5	0.0020906275	0.001814450955	8.10454e-05
IFNA10	1.4926985e-05	0.000538952	0.0135317189
AC007899.3	0.51898805	0.70440705	0.5389152
IFNA16	0.0001483054	0.0001557394248	5.247805e-05
IFNA14	2.04516e-06	2.35399e-05	7.05302e-07
MAN2C1	58.53049	79.93079	97.80575
ISY1-RAB43	0.8647553	5.367117	6.879927
AP000240.9	0.2451275	0.17404492	0.159714185
CTD-3049M7.1	0.145701275	0.07969933	0.054634665
